medicine_name,manufacturer,composition,packaging,price,cleaned_composition,manufacturer_enc
Ometab 250,Aurobindo Pharma,calcium carbonate(250 mg),5 ml,56.73,calcium carbonate 250mg,2
Pansr 500,Zydus Cadila,Fexofenadine (40 mg),10 tablets,27.35,fexofenadine 40mg,19
Amoxforte 250,Cipla,Rosuvastatin (200 mg),15 tablets,31.05,rosuvastatin 200mg,3
Augtab 1000,Mankind Pharma,ZINC SULPHATE-250mg,1 bottle,359.28,zinc sulphate 250mg,12
Clavplus 500,Dr Reddy,ZINC SULPHATE-100mg,1 bottle,388.93,zinc sulphate 100mg,5
Dolocap 40,Cipla,calcium carbonate 400mg,1 bottle,287.81,calcium carbonate 400mg,3
Metplus 40,Wockhardt,Montelukast 100 mg,5 ml,201.35,montelukast 100mg,18
Omecap 250,Cipla,Metoprolol (500mg),10 capsules,598.95,metoprolol 500mg,3
Augxr 10,Himalaya,glimepiride 250 mg,15 tablets,80.59,glimepiride 250mg,9
Panforte 500,Alkem Labs,pregabalin 200 mg,1 bottle,239.35,pregabalin 200mg,1
Bruforte 10,GSK India,LOSARTAN-1000mg,1 bottle,86.68,losartan 1000mg,6
Cetplus 10,Mankind Pharma,fexofenadine(250 mg),10 tablets,63.18,fexofenadine 250mg,12
Augplus 500,Sanofi India,AMOXICILLIN-20mg,10 capsules,434.7,amoxicillin 20mg,15
Pantab 10,Hetero Drugs,esomeprazole(250 mg),30 tablets,464.77,esomeprazole 250mg,8
Bruds 20,Torrent Pharma,metoprolol(250 mg),10 capsules,370.58,metoprolol 250mg,17
Clavod 500,Wockhardt,Vitamin d3 1000 mg,1 bottle,554.47,vitamin d3 1000mg,18
Clavplus 10,Abbott India,Losartan (100mg),6 tablets,165.1,losartan 100mg,0
Pantab 1000,Sun Pharma,Diclofenac 400 mg,1 bottle,324.87,diclofenac 400mg,16
Pansr 20,Dabur Pharma,ibuprofen 5 mg,6 tablets,134.34,ibuprofen 5mg,4
Pantab 500,Abbott India,fexofenadine 1000mg,1 bottle,559.2,fexofenadine 1000mg,0
Metcap 1000,Mankind Pharma,Glimepiride 200 mg,1 bottle,65.78,glimepiride 200mg,12
Omecin 500,Dr Reddy,Gabapentin (400 mg),15 tablets,47.06,gabapentin 400mg,5
Omeds 20,Pfizer India,Telmisartan (40mg),30 tablets,283.46,telmisartan 40mg,14
Dolocap 20,Mankind Pharma,Zinc Sulphate (1000mg),15 tablets,490.61,zinc sulphate 1000mg,12
Brutab 20,Aurobindo Pharma,rosuvastatin 250mg,5 ml,467.31,rosuvastatin 250mg,2
Metsr 20,Dr Reddy,zinc sulphate(40 mg),6 tablets,464.34,zinc sulphate 40mg,5
Panod 1000,Pfizer India,Domperidone (500mg),15 tablets,18.14,domperidone 500mg,14
Augtab 500,Glenmark,Clopidogrel (10 mg),5 ml,507.07,clopidogrel 10mg,7
Azeeds 40,GSK India,AZITHROMYCIN-200mg,1 bottle,458.86,azithromycin 200mg,6
Amoxforte 10,Aurobindo Pharma,montelukast 20mg,15 tablets,588.94,montelukast 20mg,2
Panplus 1000,Wockhardt,fluoxetine 100mg,10 tablets,117.39,fluoxetine 100mg,18
Amoxforte 1000,Lupin,clonazepam 10mg,10 tablets,533.94,clonazepam 10mg,11
Azeeds 250,Torrent Pharma,Omeprazole (400mg),30 tablets,488.45,omeprazole 400mg,17
Brucin 1000,Intas Pharma,gabapentin(100mg),10 tablets,551.95,gabapentin 100mg,10
Cetod 20,Lupin,esomeprazole(1000 mg),30 tablets,537.85,esomeprazole 1000mg,11
Metcap 500,Sun Pharma,Ranitidine (200 mg),1 bottle,444.81,ranitidine 200mg,16
Dolocap 10,Sanofi India,DOXYCYCLINE-1000mg,30 tablets,584.44,doxycycline 1000mg,15
Amoxcap 20,Alkem Labs,azithromycin(1000 mg),6 tablets,117.14,azithromycin 1000mg,1
Pantab 40,Abbott India,Aspirin (20mg),15 tablets,241.67,aspirin 20mg,0
Omecin 10,Alkem Labs,Azithromycin (200 mg),6 tablets,71.32,azithromycin 200mg,1
Azeeplus 10,Wockhardt,azithromycin 500 mg,1 bottle,400.57,azithromycin 500mg,18
Augds 1000,Cipla,Tramadol (40mg),6 tablets,128.67,tramadol 40mg,3
Pansr 20,Wockhardt,GLIMEPIRIDE-200mg,5 ml,46.65,glimepiride 200mg,18
Augxr 1000,Torrent Pharma,CIPROFLOXACIN-20mg,5 ml,102.99,ciprofloxacin 20mg,17
Azeeds 40,Aurobindo Pharma,Ibuprofen 400 mg,15 tablets,560.91,ibuprofen 400mg,2
Azeeplus 40,Torrent Pharma,Clonazepam (200mg),5 ml,247.0,clonazepam 200mg,17
Metds 20,Torrent Pharma,cetirizine 400mg,5 ml,348.05,cetirizine 400mg,17
Bruplus 40,Intas Pharma,Domperidone (40mg),6 tablets,484.32,domperidone 40mg,10
Brusr 20,Hetero Drugs,calcium carbonate(200 mg),10 tablets,124.19,calcium carbonate 200mg,8
Dolosr 500,Abbott India,Clopidogrel 500  mg,10 capsules,263.05,clopidogrel 500mg,0
Pansol 10,Abbott India,CETIRIZINE-200mg,1 bottle,252.12,cetirizine 200mg,0
Metsol 1000,Abbott India,PREGABALIN-20mg,6 tablets,65.34,pregabalin 20mg,0
Mettab 1000,Himalaya,levocetirizine 10mg,1 bottle,554.75,levocetirizine 10mg,9
Pancap 500,Mankind Pharma,TELMISARTAN-5mg,15 tablets,497.75,telmisartan 5mg,12
Pantab 40,Dabur Pharma,METFORMIN-20mg,15 tablets,548.05,metformin 20mg,4
Cetsr 10,Dr Reddy,MONTELUKAST-10mg,5 ml,12.51,montelukast 10mg,5
Omecap 10,Mankind Pharma,Levocetirizine (10mg),15 tablets,72.2,levocetirizine 10mg,12
Clavforte 10,Sanofi India,telmisartan(5 mg),10 capsules,101.18,telmisartan 5mg,15
Clavsr 1000,Wockhardt,Methylcobalamin 5 mg,15 tablets,194.91,methylcobalamin 5mg,18
Azeesr 250,Intas Pharma,Ibuprofen 5 mg,1 bottle,525.84,ibuprofen 5mg,10
Augxr 40,Lupin,metformin(400mg),10 capsules,351.75,metformin 400mg,11
Cetsol 250,Abbott India,clonazepam(40mg),5 ml,308.98,clonazepam 40mg,0
Azeeds 250,Dr Reddy,aspirin(400 mg),30 tablets,161.72,aspirin 400mg,5
Metcap 500,GSK India,Ranitidine 500 mg,5 ml,421.68,ranitidine 500mg,6
Dolosr 500,Novartis India,Diclofenac 1000 mg,10 tablets,411.35,diclofenac 1000mg,13
Pantab 1000,Sun Pharma,Amoxicillin (250mg),5 ml,105.63,amoxicillin 250mg,16
Brutab 20,Hetero Drugs,CALCIUM CARBONATE-250mg,30 tablets,390.2,calcium carbonate 250mg,8
Clavds 10,Dabur Pharma,OMEPRAZOLE-400mg,6 tablets,178.01,omeprazole 400mg,4
Panforte 10,Sanofi India,metoprolol 40mg,10 capsules,285.57,metoprolol 40mg,15
Bruforte 40,Torrent Pharma,Amoxicillin (500mg),15 tablets,210.16,amoxicillin 500mg,17
Omesol 10,Aurobindo Pharma,Clonazepam 20 mg,10 capsules,96.37,clonazepam 20mg,2
Bruod 20,Alkem Labs,Sertraline 500 mg,15 tablets,338.49,sertraline 500mg,1
Panplus 250,Zydus Cadila,IBUPROFEN-5mg,10 tablets,557.46,ibuprofen 5mg,19
Panplus 40,Sanofi India,clonazepam(10mg),6 tablets,442.1,clonazepam 10mg,15
Metxr 40,Abbott India,Pregabalin 40  mg,10 capsules,460.2,pregabalin 40mg,0
Bruod 40,Dr Reddy,TELMISARTAN-400mg,15 tablets,182.73,telmisartan 400mg,5
Metxr 40,Mankind Pharma,montelukast 10 mg,10 tablets,85.26,montelukast 10mg,12
Amoxtab 10,Intas Pharma,Fexofenadine (5mg),5 ml,525.08,fexofenadine 5mg,10
Amoxcin 500,Hetero Drugs,rabeprazole 40mg,5 ml,246.74,rabeprazole 40mg,8
Pantab 10,Intas Pharma,CLOPIDOGREL-400mg,15 tablets,231.34,clopidogrel 400mg,10
Pansol 40,Sanofi India,glimepiride(5 mg),10 capsules,72.51,glimepiride 5mg,15
Cetsr 20,Glenmark,clonazepam 40mg,6 tablets,500.4,clonazepam 40mg,7
Metsol 500,Intas Pharma,Amoxicillin (100mg),15 tablets,582.08,amoxicillin 100mg,10
Omexr 40,Glenmark,clonazepam(200mg),6 tablets,139.35,clonazepam 200mg,7
Omeds 250,Pfizer India,cetirizine(20 mg),6 tablets,367.02,cetirizine 20mg,14
Dolosol 250,Zydus Cadila,DOMPERIDONE-40mg,1 bottle,530.37,domperidone 40mg,19
Omesr 20,Glenmark,Omeprazole 5  mg,1 bottle,516.16,omeprazole 5mg,7
Pancin 20,Mankind Pharma,Clonazepam (250mg),15 tablets,71.19,clonazepam 250mg,12
Bruforte 10,Abbott India,Amlodipine (5 mg),6 tablets,385.01,amlodipine 5mg,0
Metxr 1000,Sun Pharma,Calcium carbonate 10 mg,10 capsules,368.97,calcium carbonate 10mg,16
Omeds 40,Dr Reddy,atorvastatin(100mg),5 ml,464.95,atorvastatin 100mg,5
Dolocin 20,Sanofi India,Ciprofloxacin 400 mg,1 bottle,90.46,ciprofloxacin 400mg,15
Cettab 500,Dabur Pharma,pantoprazole(5mg),10 capsules,275.16,pantoprazole 5mg,4
Bruxr 10,Abbott India,esomeprazole 250mg,1 bottle,580.04,esomeprazole 250mg,0
Omecin 10,Aurobindo Pharma,Doxycycline 500  mg,10 capsules,99.16,doxycycline 500mg,2
Doloforte 250,Alkem Labs,DOXYCYCLINE-10mg,30 tablets,491.9,doxycycline 10mg,1
Azeecap 20,GSK India,Methylcobalamin 10 mg,1 bottle,132.83,methylcobalamin 10mg,6
Pands 10,Intas Pharma,AMOXICILLIN-10mg,10 capsules,469.9,amoxicillin 10mg,10
Metsol 40,Wockhardt,PREGABALIN-5mg,10 tablets,229.59,pregabalin 5mg,18
Pands 1000,Dabur Pharma,Esomeprazole (20 mg),5 ml,595.97,esomeprazole 20mg,4
Augplus 20,Mankind Pharma,glimepiride(100mg),10 tablets,485.94,glimepiride 100mg,12
Bruplus 20,Himalaya,methylcobalamin(10 mg),5 ml,387.92,methylcobalamin 10mg,9
Azeeforte 20,Intas Pharma,tramadol(1000mg),15 tablets,235.39,tramadol 1000mg,10
Azeeplus 20,Intas Pharma,Clopidogrel (200 mg),10 tablets,374.32,clopidogrel 200mg,10
Metplus 500,Mankind Pharma,Ranitidine (5mg),5 ml,467.55,ranitidine 5mg,12
Augcap 10,Sun Pharma,metformin(10 mg),10 capsules,387.02,metformin 10mg,16
Azeesol 20,Alkem Labs,IBUPROFEN-20mg,30 tablets,367.18,ibuprofen 20mg,1
Azeecin 1000,Zydus Cadila,esomeprazole(400mg),6 tablets,498.18,esomeprazole 400mg,19
Dolocin 20,Dabur Pharma,azithromycin(20mg),1 bottle,484.31,azithromycin 20mg,4
Amoxtab 20,Wockhardt,ROSUVASTATIN-400mg,6 tablets,234.4,rosuvastatin 400mg,18
Brutab 40,Novartis India,Atorvastatin (5mg),1 bottle,499.72,atorvastatin 5mg,13
Omeplus 500,Glenmark,clonazepam(250 mg),5 ml,468.11,clonazepam 250mg,7
Omecin 250,Aurobindo Pharma,alprazolam(10 mg),1 bottle,501.56,alprazolam 10mg,2
Dolocin 10,Dabur Pharma,telmisartan 1000mg,10 tablets,249.41,telmisartan 1000mg,4
Cetcin 40,Wockhardt,Domperidone 200  mg,6 tablets,226.07,domperidone 200mg,18
Brucap 250,Dabur Pharma,Fluoxetine 20  mg,30 tablets,430.87,fluoxetine 20mg,4
Dolocin 20,Dabur Pharma,ONDANSETRON-10mg,15 tablets,480.81,ondansetron 10mg,4
Clavtab 1000,Mankind Pharma,Sertraline (1000 mg),10 capsules,21.46,sertraline 1000mg,12
Augsol 250,Alkem Labs,LOSARTAN-1000mg,15 tablets,562.85,losartan 1000mg,1
Augds 250,Aurobindo Pharma,pantoprazole 5mg,10 tablets,282.84,pantoprazole 5mg,2
Panxr 250,Dabur Pharma,Pantoprazole (10mg),15 tablets,137.57,pantoprazole 10mg,4
Clavforte 10,GSK India,Levothyroxine 20 mg,10 capsules,79.79,levothyroxine 20mg,6
Pancap 20,Torrent Pharma,gabapentin 100mg,10 capsules,199.23,gabapentin 100mg,17
Amoxcin 500,Wockhardt,Alprazolam (500mg),30 tablets,275.43,alprazolam 500mg,18
Augsr 40,Lupin,ondansetron(40 mg),15 tablets,311.93,ondansetron 40mg,11
Cettab 40,Himalaya,Pantoprazole 1000 mg,10 capsules,122.48,pantoprazole 1000mg,9
Augod 10,Glenmark,pantoprazole(200 mg),6 tablets,146.45,pantoprazole 200mg,7
Azeeforte 10,Sanofi India,Gabapentin (400mg),15 tablets,25.26,gabapentin 400mg,15
Bruxr 40,Novartis India,ibuprofen(40 mg),6 tablets,556.85,ibuprofen 40mg,13
Metforte 1000,Mankind Pharma,Gabapentin (20mg),15 tablets,406.94,gabapentin 20mg,12
Omeplus 10,Novartis India,esomeprazole 250mg,1 bottle,345.1,esomeprazole 250mg,13
Clavxr 10,Zydus Cadila,ranitidine(1000mg),30 tablets,454.94,ranitidine 1000mg,19
Clavds 1000,Wockhardt,GABAPENTIN-200mg,10 capsules,471.74,gabapentin 200mg,18
Metds 10,Cipla,amlodipine 500mg,10 capsules,585.21,amlodipine 500mg,3
Dolood 20,Intas Pharma,ALPRAZOLAM-100mg,10 capsules,335.7,alprazolam 100mg,10
Pansr 250,Sanofi India,rosuvastatin(20 mg),1 bottle,219.31,rosuvastatin 20mg,15
Azeecap 250,GSK India,Ondansetron 20  mg,15 tablets,560.87,ondansetron 20mg,6
Azeesr 10,GSK India,Atorvastatin 1000 mg,10 capsules,328.85,atorvastatin 1000mg,6
Cetforte 20,Zydus Cadila,Fexofenadine 5  mg,5 ml,349.47,fexofenadine 5mg,19
Augod 250,Dabur Pharma,Esomeprazole 1000  mg,30 tablets,26.14,esomeprazole 1000mg,4
Amoxcap 20,Hetero Drugs,gabapentin 40mg,30 tablets,240.76,gabapentin 40mg,8
Cetds 40,Abbott India,ROSUVASTATIN-100mg,6 tablets,349.02,rosuvastatin 100mg,0
Doloxr 500,Himalaya,ciprofloxacin(5mg),10 tablets,162.35,ciprofloxacin 5mg,9
Doloxr 500,GSK India,ranitidine 400 mg,15 tablets,581.43,ranitidine 400mg,6
Dolotab 500,Sanofi India,ciprofloxacin 400mg,10 capsules,517.39,ciprofloxacin 400mg,15
Augds 1000,Sun Pharma,ondansetron 500 mg,6 tablets,574.11,ondansetron 500mg,16
Amoxsol 250,Intas Pharma,Ibuprofen 250  mg,5 ml,122.94,ibuprofen 250mg,10
Clavsr 500,Lupin,Alprazolam (200 mg),1 bottle,35.76,alprazolam 200mg,11
Dolosol 10,Cipla,vitamin d3 400mg,10 tablets,190.09,vitamin d3 400mg,3
Cetforte 20,Lupin,LEVOTHYROXINE-250mg,15 tablets,532.57,levothyroxine 250mg,11
Dolocin 250,Wockhardt,CLONAZEPAM-10mg,1 bottle,576.2,clonazepam 10mg,18
Dolocap 10,Cipla,Cetirizine (100mg),5 ml,234.7,cetirizine 100mg,3
Clavcap 10,Novartis India,Vitamin d3 5  mg,10 tablets,11.98,vitamin d3 5mg,13
Cetcap 1000,Hetero Drugs,alprazolam(5 mg),1 bottle,337.98,alprazolam 5mg,8
Brusr 20,Himalaya,levocetirizine 500mg,10 capsules,269.78,levocetirizine 500mg,9
Amoxds 40,Glenmark,fluoxetine(250 mg),6 tablets,209.01,fluoxetine 250mg,7
Amoxod 250,Sanofi India,LEVOTHYROXINE-100mg,15 tablets,580.84,levothyroxine 100mg,15
Pancap 1000,Sun Pharma,CLOPIDOGREL-250mg,10 tablets,228.52,clopidogrel 250mg,16
Bruds 40,Sanofi India,Clopidogrel (40 mg),15 tablets,115.83,clopidogrel 40mg,15
Clavod 40,Aurobindo Pharma,clonazepam(5 mg),1 bottle,298.45,clonazepam 5mg,2
Amoxxr 500,Pfizer India,Ciprofloxacin 10  mg,6 tablets,450.16,ciprofloxacin 10mg,14
Azeesol 500,Alkem Labs,pantoprazole 500 mg,10 tablets,426.88,pantoprazole 500mg,1
Clavcap 40,Zydus Cadila,Amlodipine (5mg),15 tablets,12.19,amlodipine 5mg,19
Bruplus 10,Sanofi India,Rabeprazole (250mg),15 tablets,102.81,rabeprazole 250mg,15
Azeetab 40,GSK India,IBUPROFEN-400mg,1 bottle,277.97,ibuprofen 400mg,6
Dolods 40,Torrent Pharma,sertraline 20 mg,6 tablets,165.25,sertraline 20mg,17
Omeds 40,Zydus Cadila,methylcobalamin 500mg,10 capsules,447.21,methylcobalamin 500mg,19
Cetsr 250,Cipla,Aspirin 10 mg,10 capsules,390.09,aspirin 10mg,3
Clavcap 250,Alkem Labs,Doxycycline 5 mg,10 capsules,200.89,doxycycline 5mg,1
Bruforte 40,Mankind Pharma,Methylcobalamin 5 mg,10 tablets,513.49,methylcobalamin 5mg,12
Doloforte 40,Abbott India,PREGABALIN-400mg,15 tablets,578.78,pregabalin 400mg,0
Amoxxr 250,Novartis India,gabapentin 5mg,30 tablets,297.55,gabapentin 5mg,13
Metcin 20,Aurobindo Pharma,FLUOXETINE-400mg,30 tablets,204.91,fluoxetine 400mg,2
Clavsr 250,Pfizer India,FLUOXETINE-10mg,10 capsules,118.58,fluoxetine 10mg,14
Azeesr 40,Dabur Pharma,METFORMIN-250mg,1 bottle,74.61,metformin 250mg,4
Metcap 500,Novartis India,levothyroxine(20mg),10 capsules,24.62,levothyroxine 20mg,13
Metcap 250,Cipla,Amlodipine 500  mg,10 capsules,530.96,amlodipine 500mg,3
Clavsr 1000,Sanofi India,calcium carbonate(20 mg),10 capsules,412.69,calcium carbonate 20mg,15
Azeexr 250,Mankind Pharma,esomeprazole 5 mg,15 tablets,480.83,esomeprazole 5mg,12
Metxr 40,Torrent Pharma,Amoxicillin (5mg),30 tablets,56.55,amoxicillin 5mg,17
Cetsol 40,Dr Reddy,Levothyroxine 10 mg,30 tablets,345.75,levothyroxine 10mg,5
Dolocin 250,Himalaya,METOPROLOL-200mg,6 tablets,187.25,metoprolol 200mg,9
Metcin 20,Dabur Pharma,Alprazolam (5mg),5 ml,254.03,alprazolam 5mg,4
Cetxr 250,Dabur Pharma,Vitamin D3 (40 mg),10 tablets,382.91,vitamin d3 40mg,4
Cetcin 250,Wockhardt,Pantoprazole 10 mg,1 bottle,366.66,pantoprazole 10mg,18
Metds 250,Aurobindo Pharma,Methylcobalamin 5 mg,30 tablets,398.92,methylcobalamin 5mg,2
Panod 40,Zydus Cadila,pregabalin(1000 mg),30 tablets,201.37,pregabalin 1000mg,19
Doloforte 40,Himalaya,Rabeprazole (20mg),15 tablets,233.25,rabeprazole 20mg,9
Cetod 10,Dabur Pharma,paracetamol(5mg),30 tablets,495.51,paracetamol 5mg,4
Bruforte 20,Torrent Pharma,TRAMADOL-10mg,15 tablets,201.37,tramadol 10mg,17
Cetcin 500,Torrent Pharma,Amlodipine (5mg),10 tablets,594.14,amlodipine 5mg,17
Augplus 250,Abbott India,Esomeprazole 40 mg,10 capsules,106.48,esomeprazole 40mg,0
Brusol 500,Himalaya,Omeprazole 10  mg,10 tablets,82.88,omeprazole 10mg,9
Brusr 20,Dabur Pharma,Metformin (10mg),30 tablets,549.21,metformin 10mg,4
Doloforte 1000,Pfizer India,montelukast 1000mg,10 capsules,259.7,montelukast 1000mg,14
Panxr 20,Cipla,Azithromycin (5 mg),15 tablets,144.07,azithromycin 5mg,3
Pands 250,Wockhardt,OMEPRAZOLE-40mg,10 capsules,313.98,omeprazole 40mg,18
Omeforte 40,Himalaya,DICLOFENAC-10mg,10 tablets,44.0,diclofenac 10mg,9
Azeeforte 10,Hetero Drugs,METHYLCOBALAMIN-10mg,10 capsules,260.14,methylcobalamin 10mg,8
Dolosol 40,Novartis India,Ibuprofen (5mg),10 tablets,483.76,ibuprofen 5mg,13
Brucap 250,Wockhardt,pantoprazole 20 mg,1 bottle,217.11,pantoprazole 20mg,18
Amoxxr 10,Cipla,Amlodipine (40 mg),10 tablets,259.93,amlodipine 40mg,3
Augod 10,Lupin,Vitamin D3 (250mg),10 tablets,402.59,vitamin d3 250mg,11
Azeetab 40,Abbott India,ibuprofen(200mg),10 capsules,341.25,ibuprofen 200mg,0
Omeforte 500,Glenmark,Telmisartan (200 mg),15 tablets,33.04,telmisartan 200mg,7
Clavds 10,GSK India,vitamin d3(100mg),1 bottle,386.22,vitamin d3 100mg,6
Clavds 40,Wockhardt,Vitamin D3 (20 mg),1 bottle,181.23,vitamin d3 20mg,18
Pansr 10,GSK India,CETIRIZINE-20mg,30 tablets,346.04,cetirizine 20mg,6
Azeeod 20,Alkem Labs,LEVOTHYROXINE-10mg,6 tablets,179.15,levothyroxine 10mg,1
Amoxcap 10,Dr Reddy,Zinc Sulphate (20 mg),6 tablets,510.09,zinc sulphate 20mg,5
Azeetab 500,Lupin,pantoprazole 250mg,5 ml,226.67,pantoprazole 250mg,11
Ometab 10,Pfizer India,alprazolam(5 mg),15 tablets,577.81,alprazolam 5mg,14
Omeds 10,Sun Pharma,vitamin d3(100mg),5 ml,537.34,vitamin d3 100mg,16
Metod 10,Sanofi India,azithromycin 20 mg,10 capsules,583.73,azithromycin 20mg,15
Azeecin 10,Sun Pharma,Gabapentin (40mg),30 tablets,288.79,gabapentin 40mg,16
Amoxod 10,Himalaya,Ranitidine 5 mg,10 tablets,62.17,ranitidine 5mg,9
Cetod 40,Himalaya,Pantoprazole 5  mg,30 tablets,258.7,pantoprazole 5mg,9
Panod 1000,Cipla,Ondansetron 200  mg,30 tablets,143.77,ondansetron 200mg,3
Brucin 10,Lupin,Omeprazole 200  mg,30 tablets,540.56,omeprazole 200mg,11
Bruforte 250,Abbott India,glimepiride(400 mg),30 tablets,469.19,glimepiride 400mg,0
Bruplus 20,Cipla,ondansetron 40mg,10 capsules,230.78,ondansetron 40mg,3
Cetforte 20,Aurobindo Pharma,Pregabalin (250 mg),15 tablets,457.95,pregabalin 250mg,2
Clavsol 1000,Sun Pharma,GABAPENTIN-400mg,10 capsules,324.5,gabapentin 400mg,16
Brusr 500,Zydus Cadila,Zinc sulphate 500 mg,30 tablets,594.43,zinc sulphate 500mg,19
Ometab 1000,Sun Pharma,Methylcobalamin 1000 mg,10 capsules,51.72,methylcobalamin 1000mg,16
Metxr 250,Mankind Pharma,aspirin(500 mg),5 ml,145.73,aspirin 500mg,12
Amoxforte 20,Abbott India,PARACETAMOL-250mg,10 tablets,310.54,paracetamol 250mg,0
Amoxsr 500,Torrent Pharma,ibuprofen 40mg,5 ml,163.21,ibuprofen 40mg,17
Clavxr 10,Torrent Pharma,amoxicillin 5mg,10 tablets,508.32,amoxicillin 5mg,17
Azeeod 20,Torrent Pharma,ATORVASTATIN-5mg,10 capsules,381.25,atorvastatin 5mg,17
Omeplus 250,Novartis India,Paracetamol 1000  mg,15 tablets,270.17,paracetamol 1000mg,13
Bruxr 1000,Dabur Pharma,cetirizine 400mg,15 tablets,331.18,cetirizine 400mg,4
Augplus 20,Dabur Pharma,Aspirin 200  mg,10 capsules,233.65,aspirin 200mg,4
Dolocin 250,Himalaya,omeprazole 250 mg,30 tablets,81.48,omeprazole 250mg,9
Brucin 1000,Hetero Drugs,Ranitidine 500 mg,15 tablets,75.13,ranitidine 500mg,8
Azeexr 500,Novartis India,metformin(400mg),5 ml,257.38,metformin 400mg,13
Doloforte 20,Himalaya,amlodipine(10mg),30 tablets,41.04,amlodipine 10mg,9
Azeeod 1000,Zydus Cadila,calcium carbonate 200 mg,30 tablets,113.93,calcium carbonate 200mg,19
Brusr 10,Dabur Pharma,rabeprazole(200mg),1 bottle,37.6,rabeprazole 200mg,4
Dolosr 10,Wockhardt,paracetamol 100mg,5 ml,209.23,paracetamol 100mg,18
Azeeod 250,Alkem Labs,MONTELUKAST-250mg,5 ml,259.69,montelukast 250mg,1
Metcin 250,Dabur Pharma,ondansetron(250 mg),30 tablets,419.32,ondansetron 250mg,4
Cetsr 10,Zydus Cadila,RANITIDINE-10mg,30 tablets,578.89,ranitidine 10mg,19
Omexr 250,Glenmark,MONTELUKAST-1000mg,10 capsules,69.36,montelukast 1000mg,7
Azeexr 10,GSK India,Gabapentin (250mg),10 capsules,428.89,gabapentin 250mg,6
Augcin 1000,Dabur Pharma,omeprazole(40mg),30 tablets,272.1,omeprazole 40mg,4
Omecap 250,Dr Reddy,Losartan 40 mg,15 tablets,128.7,losartan 40mg,5
Clavxr 20,Wockhardt,SERTRALINE-250mg,30 tablets,36.47,sertraline 250mg,18
Amoxcap 250,Sanofi India,pantoprazole 500 mg,15 tablets,405.68,pantoprazole 500mg,15
Panxr 1000,Torrent Pharma,levothyroxine 200mg,10 tablets,188.86,levothyroxine 200mg,17
Cetsol 500,Dr Reddy,CLOPIDOGREL-20mg,10 tablets,561.32,clopidogrel 20mg,5
Augxr 500,Dr Reddy,gabapentin(40 mg),1 bottle,151.79,gabapentin 40mg,5
Azeeds 10,Sun Pharma,PANTOPRAZOLE-40mg,15 tablets,413.57,pantoprazole 40mg,16
Omeod 10,Cipla,rosuvastatin(250mg),5 ml,577.69,rosuvastatin 250mg,3
Metforte 40,Dabur Pharma,Domperidone 500 mg,5 ml,330.83,domperidone 500mg,4
Pantab 20,Intas Pharma,CIPROFLOXACIN-250mg,10 tablets,48.92,ciprofloxacin 250mg,10
Bruforte 500,Dr Reddy,alprazolam(100mg),5 ml,173.08,alprazolam 100mg,5
Azeesol 20,Wockhardt,esomeprazole 200mg,10 tablets,528.37,esomeprazole 200mg,18
Panforte 500,Novartis India,Zinc sulphate 5 mg,10 tablets,389.04,zinc sulphate 5mg,13
Bruod 20,Novartis India,alprazolam 5 mg,6 tablets,350.93,alprazolam 5mg,13
Clavcap 10,Glenmark,metoprolol 500mg,1 bottle,69.96,metoprolol 500mg,7
Omeod 20,Cipla,LOSARTAN-1000mg,5 ml,450.64,losartan 1000mg,3
Metod 10,Novartis India,TELMISARTAN-20mg,6 tablets,104.34,telmisartan 20mg,13
Panxr 500,Novartis India,Cetirizine (20mg),1 bottle,566.67,cetirizine 20mg,13
Azeexr 10,Sun Pharma,Ciprofloxacin (40mg),10 tablets,264.91,ciprofloxacin 40mg,16
Pands 250,Aurobindo Pharma,Alprazolam 400  mg,10 tablets,492.16,alprazolam 400mg,2
Amoxforte 40,Abbott India,Omeprazole (100mg),10 capsules,152.43,omeprazole 100mg,0
Azeecap 500,Wockhardt,metformin 40 mg,5 ml,194.4,metformin 40mg,18
Omecin 40,Torrent Pharma,Fexofenadine 1000  mg,10 tablets,240.65,fexofenadine 1000mg,17
Augds 1000,Sun Pharma,omeprazole 400mg,5 ml,67.54,omeprazole 400mg,16
Azeeod 250,GSK India,vitamin d3(200mg),10 tablets,225.43,vitamin d3 200mg,6
Cetxr 20,Intas Pharma,LEVOCETIRIZINE-400mg,10 capsules,437.56,levocetirizine 400mg,10
Azeexr 20,Sanofi India,Rabeprazole (20 mg),15 tablets,336.81,rabeprazole 20mg,15
Dolocin 1000,Dabur Pharma,Sertraline 5  mg,10 tablets,483.29,sertraline 5mg,4
Clavsol 500,Aurobindo Pharma,Atorvastatin 200  mg,10 tablets,21.19,atorvastatin 200mg,2
Cetxr 250,Himalaya,rosuvastatin(20 mg),10 capsules,187.21,rosuvastatin 20mg,9
Augforte 1000,Dr Reddy,METHYLCOBALAMIN-500mg,5 ml,310.21,methylcobalamin 500mg,5
Cetsr 1000,Dr Reddy,fluoxetine 20 mg,6 tablets,235.98,fluoxetine 20mg,5
Clavod 10,Torrent Pharma,GABAPENTIN-400mg,10 tablets,564.46,gabapentin 400mg,17
Omesr 250,Sanofi India,metoprolol 40 mg,10 capsules,488.21,metoprolol 40mg,15
Azeeforte 40,Zydus Cadila,losartan 500 mg,10 tablets,181.84,losartan 500mg,19
